"question_text","option_a","option_b","option_c","option_d","correct_option","explanation","module"
"Who led the American War of Independence and later became the country's first President?","John Adams","Thomas Jefferson","George Washington","Abraham Lincoln","C","The source states that the United States proclaimed itself an independent country in 1776 after a War of Independence led by George Washington, who later became the first President of the country.","4"
"The Articles of Confederation and Perpetual Union was adopted and operated over which period?","Adopted in July 1776 and operated until 1787","Adopted in 1787 and operated until 1791","Adopted in 1781 and operated until 1800","Adopted in November 1777 and operated until March 1789","D","The source states that the Articles of Confederation and Perpetual Union was adopted in November 1777 and was operated until March 1789.","4"
"Which of the following was a feature of the American confederal arrangement under the Articles of Confederation?","A strong executive president with a national army","Congressional power to levy tax directly on citizens","A supreme court with power of judicial review","There was no Executive branch of government, and the central government was based entirely on the Congress","D","The source lists the limiting features of the Articles: the central government was based entirely on the Congress; there was no Executive branch; execution of laws was left to the discretion of individual states; members of Congress were delegates recallable at will; Congress lacked power to levy tax; and there was no central army, only state militia.","4"
"Why did the American confederal arrangement fail, according to the source?","Because it was a voluntary compact of sovereign states in which the central government lacked legal authority to enforce compliance with the laws, compounded by lack of trust among the states","Because the states were too large to be governed together","Because foreign powers refused to recognise it","Because the Congress became too powerful for the states","A","The source states that as a voluntary compact of sovereign states in which the central government lacked legal authority to enforce compliance with the laws, the arrangement was doomed to fail, with the lack of trust among the states added to these constitutional inadequacies.","4"
"The Virginia Plan at the Philadelphia Convention provided for what?","A return to the confederal arrangement of 1777","The abolition of state governments altogether","A system of representation in the national legislature based on the population of each state or the proportion of each state's revenue contribution, or both","Equal representation for every state in both chambers","C","The source states that the Virginia Plan provided for a system of representation in the national legislature based on the population of each state or the proportion of each state's revenue contribution, or both.","4"
"How did the New Jersey Plan differ from the Virginia Plan?","It proposed a hereditary monarchy for the United States","It called for representation based purely on territory","It sought to abolish the Congress entirely","It concentrated on specific weaknesses in the Articles of Confederation, in the spirit of revision rather than complete replacement","D","The source states that the New Jersey Plan concentrated on specific weaknesses in the Articles of Confederation, in the spirit of revision rather than a complete replacement of the document.","4"
"What did the Connecticut Compromise, also called the Great Compromise, of 1787 provide?","That slavery would be abolished in all northern states","That the President would be elected by the state legislatures","That the Articles of Confederation would be retained with minor amendments","That each state would have an equal number of senators regardless of population, while representation in the lower house would be allocated on the basis of population","D","The source states that in the Great Compromise, popularly called the Connecticut Compromise, the Constitutional Conference of 1787 gave each state an equal number of senators regardless of its population, but allocated representation in the lower house on the basis of population.","4"
"The Federalist Papers were co-authored by which group?","George Washington, Thomas Jefferson and Samuel Adams","Thomas Jefferson, John Adams and Benjamin Franklin","Hamilton, John Jay and James Madison","James Madison, George Mason and Andrew Jackson","C","The source refers to the federalist papers co-authored by Hamilton, John Jay and James Madison, alongside the foundation laid by Founding Fathers like George Washington and Thomas Jefferson.","4"
"Federalism was adopted in the United States as a system of dual sovereigns with what expectation?","That competition between the state and the nation would be an effective limitation on the power of both","That the states would eventually be absorbed into the national government","That the national government would have unlimited authority over the states","That the states would retain the right to secede at will","A","The source states that the delegates agreed they needed to place more powers at the national level without completely undermining the state governments, so a system of dual sovereigns was devised -- the state and the nation -- with the hope that competition between the two would be an effective limitation on the power of both.","4"
"Alexander Hamilton described the aim of Article II of the United States constitution in which phrase?","Separated institutions sharing power","Energy in the Executive","A government of laws and not of men","The tyranny of the majority","B","The source states that Article II provided for the establishment of the office of a strong president, and as pointed out by Alexander Hamilton, a delegate to the 1787 Constitutional Convention, Article II was aimed towards 'energy in the Executive'.","4"
"In what three capacities does the President of the United States exercise executive powers?","Head of State, leader of the majority party, and Chief Justice","Head of Government, Speaker of Congress and Commander-in-Chief","Head of State, Chief Legislator and Chief Judge","Head of State, Head of Government and Commander-in-Chief of the Armed Forces","D","The source states that the President of the United States exercises executive powers as the Head of State, Head of government and Commander-in-Chief of the Armed Forces.","4"
"Under the American constitution, residual powers are treated in which way?","Powers not delegated to the federal government nor prohibited to the states are reserved to the states respectively, or to the people","They are exercised exclusively by the Congress","They are shared equally between the federal government and the states","They are held in trust by the Supreme Court","A","The source states that residual powers -- powers not delegated to the federal government nor prohibited to the states -- are reserved to the states respectively or to the people.","4"
"Richard Neustadt famously described the American separation of powers as which of the following?","A system of powers wholly divided among three organs","A system not of separated powers but of separated institutions sharing power","A doctrine that has never operated in practice","An arrangement designed to paralyse government","B","The source quotes Richard Neustadt's brilliant formulation describing separation of powers as a system not of separated powers but of 'separated institutions sharing power'.","4"
"By dividing Congress into two bodies and vesting legislative, executive and judicial functions in separate organs, what did the American constitution aim at?","Diminishing the chance that power will be misused","Ensuring the swift passage of legislation","Concentrating authority in the presidency","Reducing the cost of running the federal government","A","The source states that by dividing the Congress into two bodies -- the Senate elected for six-year terms with partial renewal after two years, and the House biennially -- and by vesting legislative, executive and judicial functions in separate organs, the American constitution aimed at diminishing the chance that power will be misused.","4"
"Checks and balances in the United States is best described as which of the following?","A rule preventing any branch from communicating with another","A mechanism through which each branch of government is able to participate in and influence the activities of the other branches","The power of the states to nullify federal legislation","The requirement that all three branches agree before any law is passed","B","The source describes checks and balances as a mechanism through which each branch of government in the USA is able to participate in and influence the activities of the other branches.","4"
"Which of the following is given in the source as a major example of checks and balances in the United States?","The power of the states to recall their senators","The Senate's power to confirm presidential appointments","The power of the electorate to impeach the President directly","The power of the Supreme Court to appoint federal officials","B","The source gives as major examples of checks and balances the power of the President to veto Congressional legislation, the Senate's power to confirm presidential appointments, and the power of the Judiciary to review laws enacted by the Congress.","4"
"On what basis are members of the United States Senate and House of Representatives respectively elected?","Both chambers on the basis of population","Both chambers on the basis of equality of states","The Senate on the basis of population and the House on the basis of equality of states","The Senate on the basis of equality of states and the House on the basis of population","D","The source states that the Senate has members elected based on equality of states, while members of the House of Representatives are elected based on population, in single member constituencies.","4"
"Judicial review in the United States is defined in the source as which power?","The power of Congress to review the decisions of the Supreme Court","The power of the President to review judicial appointments","The power of the court to render legislative and executive acts null and void if they violate the constitution","The power of the states to review federal spending","C","The source defines judicial review as the power of the court to render legislative and executive acts null and void if they violate the constitution.","4"
"Under the Supremacy Clause, what happens where a state's legislation is inconsistent with federal law?","Both laws remain valid within their own jurisdictions","The matter is referred to the Congress for resolution","The state law prevails within that state's territory","The Supreme Court has power to declare the state legislation null and void, while the federal law remains valid","D","The source states that the Supremacy Clause covers the judicial role in resolving inter-governmental disputes arising from inconsistent state legislations, and where such arise the Supreme Court has power to declare a state's legislation that is inconsistent with federal laws null and void, while that of the federal government remains valid.","4"
"Why is the American constitution described as rigid, and how often has it been amended in over two hundred years?","Because it may only be amended by the President; it has been amended about fifty times","Because it forbids all amendment; it has never been amended","Because of the difficult and cumbersome amendment procedure; it has been amended about twenty-five times","Because amendments require unanimous state consent; it has been amended about ten times","C","The source states that the American constitution is often described as rigid to indicate the difficult and cumbersome procedure the amendment process entails, and that in spite of this complicated procedure it has been amended about twenty-five times in over two hundred years of its operation.","4"
"James Madison defended the difficult American amendment procedure as guarding against which two extremes?","Foreign interference and domestic rebellion","Executive tyranny and legislative weakness","Popular apathy and elite domination","The extreme facility which would render the constitution too mutable, and the extreme difficulty which might perpetuate discovered faults","D","The source quotes James Madison's argument that the method was to guard equally against the extreme facility which would render the constitution too mutable and that extreme difficulty which might perpetuate discovered faults.","4"
"Which amendment to the American constitution prohibits discrimination against any citizen on the basis of colour?","The first amendment","The fourteenth amendment","The fifth amendment","The eighth amendment","B","The source states that the first amendment legally secures freedom of speech and peaceful assembly, the fourth forbids a search without a warrant, the fifth replaced the right to pursuit of happiness with the right to property, the eighth secures against excessive bail, while the fourteenth amendment prohibits discrimination against any citizen of the United States on the basis of colour.","4"
"Under the American presidential system, how is the President elected and for what term?","Separately from the Congress, with the whole country as his constituency, for a fixed term of four years","By the Congress, for a renewable two-year term","By the state legislatures, for a fixed term of six years","By the Supreme Court, for an indefinite term","A","The source states that under the presidential system of government, the President, who has the whole country as his constituency, is elected separately for a fixed term of four years, and separately from the Congress.","4"
"According to the source, what is not unusual under the American two-party system?","For a third party to form the government","For the two parties to govern jointly in coalition","For the President to belong to no party at all","For one party to control the Presidency while the other dominates the Congress or an arm of it","D","The source states that it is not unusual for one party to control the Presidency while the other party dominates the Congress, or an arm of it, and that party competition is believed to contribute to the health of the American democratic process.","4"
