"question_text","option_a","option_b","option_c","option_d","correct_option","explanation","module"
"Which major asset was nationalised in Egypt in 1956 as part of widening the state sector?","The Aswan Dam","The Egyptian National Assembly","The Suez Canal","The Nile Delta farmlands","C","The source states that one of the objectives of the Egyptian revolution was to widen considerably the state sector, a factor that led to the nationalization of heavy industries and big banks including the Suez Canal in 1956, in pursuit of the goals of Arab-socialism.","5"
"In the Ghanaian struggle for independence, what was Kwame Nkrumah's slogan, as against that of Dr Joseph Danquah of the UGCC?","Nkrumah demanded 'Self-Government within the shortest possible time', while Danquah demanded 'Self-Government Now'","Both demanded immediate self-government on identical terms","Nkrumah demanded 'Self-Government Now', while Danquah's slogan was 'Self-Government within the shortest possible time'","Nkrumah demanded dominion status while Danquah demanded a republic","C","The source states that Kwame Nkrumah advocated independence for 'Self-Government Now' as opposed to Dr Joseph Danquah of the United Gold Coast Convention, whose slogan was 'Self-Government within the shortest possible time'.","5"
"Ghana's achievement under Nkrumah is described in the source as which of the following?","The first black African country to gain independence, in 1957","The first African country to adopt a socialist constitution","The first country to expel a colonial power by armed force","The first African country to hold multi-party elections","A","The source states that the militancy of Nkrumah's slogans, though it earned him detention where he won a colonial-supervised election, eventually succeeded in making Ghana the first black African country to gain independence in 1957.","5"
"Who led the 1974 Ethiopian Revolution, and which ruler was ousted?","Colonel Mengistu Haile Mariam, ousting Emperor Haile Selassie","Gamal Abdul Nasser, ousting King Farouk","Samora Machel, ousting the Portuguese administration","Laurent Kabila, ousting Mobutu Sese Seko","A","The source states that Colonel Mengistu Haile Mariam led the 1974 Ethiopian revolution, which ousted Emperor Haile Selassie from his authoritarian grip on power and exploitative feudal regime.","5"
"What is distinctive about the way the 1974 Ethiopian Revolution began?","It began as a peasant uprising in the countryside","It was initiated by students in the universities","It was organised from exile by an opposition party","It was initiated by the military, acting essentially in its own immediate interests, and later spread to the civilian population","D","The source states that it is important to note that the 1974 Ethiopian Revolution was initiated by the military, acting essentially in its own immediate interests, but this later spread to the civilian population in an outburst of general dissatisfaction.","5"
"In the Algerian liberation struggle, who provided the military vanguard and who supplied the intellectual sinew?","Robert Mugabe led the military effort while Joshua Nkomo supplied the intellectual sinew","The FLN led by Ahmed Ben Bella provided the military vanguard while Frantz Fanon supplied the intellectual sinew","Samora Machel provided the military vanguard while Sam Nujoma supplied the intellectual sinew","Nelson Mandela provided the military vanguard while Claude Ake supplied the intellectual sinew","B","The source states that in Algeria the FLN led by Ahmed Ben Bella provided the military vanguard while Frantz Fanon supplied the intellectual sinew.","5"
"In Zimbabwe, the Patriotic Front that led the liberation struggle was an amalgam of which two bodies, and who led it?","The ANC and PAC, led by Nelson Mandela","SWAPO and SWANU, led by Sam Nujoma","The FLN and FLNA, led by Ahmed Ben Bella","ZANU and ZAPU, led by Robert Mugabe and Joshua Nkomo","D","The source states that in Zimbabwe, Robert Mugabe and Joshua Nkomo of the Patriotic Front -- an amalgam of ZANU and ZAPU -- led the struggle.","5"
"Which countries does the source cite as examples where independence was negotiated rather than won through large-scale violence?","Nigeria, Sierra Leone and Gambia","Algeria, Zimbabwe and Namibia","Angola, Mozambique and Guinea-Bissau","Egypt, Ethiopia and Ghana","A","The source states that it was not all liberation struggles in Africa that entailed large scale violence -- there were countries such as Nigeria, Sierra Leone and Gambia where independence was negotiated.","5"
"In South Africa, majority rule was achieved in which year, following the unbanning of the ANC and the release of Nelson Mandela in which year?","Majority rule in 1994, following his release in 1990","Majority rule in 1990, following his release in 1985","Majority rule in 1996, following his release in 1994","Majority rule in 1992, following his release in 1989","A","The source states that in South Africa the African National Congress, after it was unbanned and its leader Nelson Mandela was released from prison in 1990, succeeded in achieving majority rule for the country in 1994.","5"
"The overthrow of Mobutu Sese Seko of former Zaire by Laurent Kabila is cited in the source as an example of what?","A guerrilla war aimed at independence from colonial rule","A reactionary movement returning society to a former value system","A negotiated transfer of power between political parties","An internal revolution against a despotic and authoritarian leader, in which a corrupt and unpopular leader was changed in a popular revolt","D","The source states that apart from guerrilla wars aimed at independence, African revolution also took internal forms like revolution against despotic and authoritarian leaders, citing the overthrow of Mobutu Sese Seko, the sit-tight ruler of former Zaire, by Laurent Kabila as another variant of a revolution, since a corrupt and unpopular leader was changed in a popular revolt.","5"
"Mahatma Gandhi's description of the situation in colonial India is quoted in the source in which phrase?","The peace of the grave yard","The last line of defence of the revolution","The interest of the stronger","Servitude in tranquility","A","The source cites Mahatma Gandhi's proverbial description of the situation in colonial India as 'the peace of the grave yard', used in questioning whether stability and peace are sustainable without social justice.","5"
